country,continent,year,population,gdp,primary_energy_consumption,renewable_energy_consumption,renewables_share_energy,electricity_generation,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,nuclear_consumption,solar_capacity_mw,wind_capacity_mw,hydro_capacity_mw,carbon_emissions_mt,energy_imports_twh,energy_exports_twh,energy_intensity_gdp,average_energy_price_usd_per_kwh,industrial_energy_use_twh,residential_energy_use_twh,transport_energy_use_twh,temperature_celsius,renewable_investment_usd_billion,energy_efficiency_index,urbanization_rate,policy_index
Canada,North America,2020,36.36,1196.19,2.45,1.05,43.0,1.1,1.4,0.27,0.45,0.68,0.05,3153.35,1991.79,328.31,0.93,0.12,0.76,0.0014,0.1388,0.73,0.73,0.73,13.57,210.46,85.71,85.0,10.0
Canada,North America,2021,36.65,1226.09,2.5,1.13,45.0,1.14,1.38,0.25,0.44,0.69,0.05,3973.22,2369.11,340.87,0.91,0.13,0.84,0.0014,0.1178,0.75,0.75,0.75,13.36,259.62,85.98,85.5,10.0
Canada,North America,2022,36.94,1256.75,2.56,1.2,47.0,1.18,1.36,0.24,0.42,0.7,0.05,5006.26,2817.91,353.9,0.88,0.13,1.19,0.0014,0.113,0.77,0.77,0.77,12.33,319.62,86.55,86.0,10.0
Canada,North America,2023,37.24,1288.17,2.62,1.28,49.0,1.22,1.34,0.22,0.41,0.7,0.05,6307.89,3351.74,367.43,0.86,0.13,1.09,0.0013,0.1097,0.79,0.79,0.79,13.67,392.79,86.66,86.5,10.0
Canada,North America,2024,37.53,1320.37,2.68,1.37,51.0,1.26,1.31,0.21,0.4,0.71,0.05,7947.94,3986.69,381.49,0.83,0.13,1.28,0.0013,0.1462,0.8,0.8,0.8,13.68,481.9,90.04,87.0,10.0
Russia,Europe,2000,147.0,260.0,3.67,0.37,10.0,1.29,3.31,1.16,1.32,0.83,0.55,29.4,73.5,441.0,2.67,0.18,1.51,0.0141,0.0435,1.47,1.1,1.1,9.82,0.65,44.49,50.0,3.76
Russia,Europe,2001,149.2,276.9,3.79,0.41,10.8,1.34,3.38,1.15,1.34,0.88,0.58,37.3,88.03,461.04,2.72,0.19,1.68,0.0135,0.0613,1.51,1.14,1.14,9.2,0.86,45.08,50.5,4.33
Russia,Europe,2002,151.44,294.9,3.9,0.45,11.6,1.4,3.45,1.15,1.35,0.94,0.6,47.33,105.43,482.0,2.76,0.2,1.23,0.0128,0.077,1.56,1.17,1.17,10.07,1.13,47.32,51.0,4.39
Russia,Europe,2003,153.71,314.07,4.02,0.5,12.4,1.47,3.52,1.15,1.37,1.01,0.63,60.04,126.28,503.9,2.81,0.2,1.87,0.0122,0.0584,1.61,1.21,1.21,10.48,1.48,48.86,51.5,4.22
Russia,Europe,2004,156.02,334.48,4.14,0.55,13.2,1.53,3.59,1.14,1.38,1.07,0.65,76.18,151.24,526.81,2.85,0.21,1.97,0.0116,0.0779,1.66,1.24,1.24,10.48,1.93,51.2,52.0,4.97
Russia,Europe,2005,158.36,356.22,4.26,0.6,14.0,1.6,3.67,1.14,1.39,1.14,0.68,96.66,181.15,550.75,2.9,0.21,1.88,0.0111,0.081,1.71,1.28,1.28,10.59,2.51,51.72,52.5,4.87
Russia,Europe,2006,160.74,379.38,4.39,0.65,14.8,1.67,3.74,1.13,1.41,1.21,0.71,122.63,216.96,575.78,2.95,0.22,1.98,0.0105,0.0553,1.76,1.32,1.32,11.0,3.25,53.69,53.0,4.43
Russia,Europe,2007,163.15,404.04,4.53,0.71,15.6,1.74,3.82,1.12,1.42,1.28,0.74,155.59,259.85,601.95,2.99,0.23,2.11,0.01,0.0557,1.81,1.36,1.36,9.95,4.19,54.37,53.5,4.71
Russia,Europe,2008,165.59,430.3,4.66,0.76,16.4,1.82,3.9,1.12,1.43,1.35,0.77,197.4,311.22,629.31,3.04,0.23,2.16,0.0095,0.0853,1.87,1.4,1.4,10.33,5.4,52.63,54.0,4.99
Russia,Europe,2009,168.08,458.27,4.8,0.83,17.2,1.9,3.98,1.11,1.45,1.42,0.81,250.46,372.75,657.91,3.09,0.24,2.03,0.0091,0.0927,1.92,1.44,1.44,10.62,6.93,54.84,54.5,5.48
Russia,Europe,2010,170.6,488.06,4.95,0.89,18.0,1.98,4.06,1.1,1.46,1.5,0.84,317.77,446.44,687.81,3.14,0.25,2.02,0.0086,0.0862,1.98,1.48,1.48,9.61,8.89,58.04,55.0,5.54
Russia,Europe,2011,173.16,519.78,5.1,1.02,20.0,2.07,4.08,1.07,1.45,1.56,0.88,403.17,534.71,719.08,3.12,0.25,2.51,0.0082,0.0702,2.04,1.53,1.53,10.71,12.09,59.93,55.5,5.25
Russia,Europe,2012,175.76,553.57,5.25,1.16,22.0,2.15,4.1,1.04,1.44,1.61,0.91,511.52,640.42,751.76,3.1,0.26,2.56,0.0078,0.0855,2.1,1.58,1.58,9.62,16.29,58.6,56.0,6.01
Russia,Europe,2013,178.39,589.55,5.41,1.3,24.0,2.25,4.11,1.01,1.43,1.67,0.95,648.99,767.03,785.92,3.08,0.27,1.7,0.0074,0.0828,2.16,1.62,1.62,10.21,21.76,61.08,56.5,5.5
Russia,Europe,2014,181.07,627.87,5.58,1.45,26.0,2.34,4.13,0.98,1.42,1.72,0.99,823.4,918.67,821.65,3.05,0.28,2.64,0.007,0.0999,2.23,1.67,1.67,11.5,28.88,62.8,57.0,5.73
Russia,Europe,2015,183.78,668.68,5.74,1.61,28.0,2.44,4.14,0.95,1.41,1.78,1.03,1044.69,1100.29,858.99,3.02,0.29,2.59,0.0067,0.0635,2.3,1.72,1.72,9.64,38.09,62.29,57.5,8.24
Russia,Europe,2016,186.54,712.14,5.92,1.78,30.0,2.54,4.14,0.92,1.39,1.83,1.08,1325.45,1317.82,898.03,2.99,0.3,2.69,0.0063,0.0913,2.37,1.78,1.78,10.53,49.98,63.29,58.0,8.9
Russia,Europe,2017,189.34,758.43,6.1,1.95,32.0,2.65,4.15,0.89,1.38,1.88,1.12,1681.67,1578.35,938.85,2.96,0.3,2.35,0.006,0.0836,2.44,1.83,1.83,10.01,65.29,66.58,58.5,8.74
Russia,Europe,2018,192.18,807.73,6.28,2.14,34.0,2.76,4.15,0.85,1.36,1.93,1.17,2133.62,1890.39,981.52,2.92,0.31,2.16,0.0057,0.0703,2.51,1.88,1.88,11.08,84.97,67.22,59.0,8.47
Russia,Europe,2019,195.06,860.23,6.47,2.33,36.0,2.88,4.14,0.82,1.34,1.98,1.22,2707.03,2264.12,1026.13,2.89,0.32,3.17,0.0054,0.0745,2.59,1.94,1.94,10.62,110.18,69.57,59.5,8.77
Russia,Europe,2020,197.99,916.15,6.67,2.53,38.0,3.0,4.13,0.79,1.32,2.03,1.27,3434.54,2711.74,1072.76,2.85,0.33,2.85,0.0051,0.0859,2.67,2.0,2.0,10.35,142.44,70.94,60.0,8.91
Russia,Europe,2021,200.96,975.7,6.87,2.75,40.0,3.12,4.12,0.75,1.3,2.07,1.32,4357.57,3247.85,1121.52,2.8,0.34,3.29,0.0048,0.0807,2.75,2.06,2.06,10.27,183.64,68.32,60.5,9.3
Russia,Europe,2022,203.97,1039.12,7.08,2.97,42.0,3.25,4.1,0.71,1.28,2.11,1.37,5528.67,3889.95,1172.49,2.76,0.35,2.64,0.0046,0.1076,2.83,2.12,2.12,10.83,236.16,73.27,61.0,8.99
Russia,Europe,2023,207.03,1106.66,7.29,3.21,44.0,3.39,4.08,0.68,1.26,2.15,1.43,7014.5,4659.0,1225.78,2.71,0.36,3.45,0.0043,0.1056,2.92,2.19,2.19,11.46,303.01,73.98,61.5,9.71
Russia,Europe,2024,210.14,1178.59,7.51,3.45,46.0,3.53,4.06,0.64,1.23,2.18,1.49,8899.64,5580.08,1281.5,2.65,0.38,3.19,0.0041,0.0812,3.0,2.25,2.25,10.03,387.98,75.48,62.0,9.72
South Korea,Asia,2000,47.0,560.0,2.35,0.35,15.0,0.82,2.0,0.7,0.8,0.5,0.35,47.0,94.0,235.0,1.57,0.63,0.05,0.0042,0.0793,0.7,0.7,0.7,17.23,2.1,58.5,75.0,6.19
South Korea,Asia,2001,47.38,574.0,2.4,0.38,15.8,0.85,2.02,0.69,0.8,0.53,0.37,59.22,111.81,243.99,1.58,0.52,0.05,0.0041,0.07,0.72,0.72,0.72,18.02,2.61,59.46,75.5,6.23
South Korea,Asia,2002,47.76,588.35,2.46,0.41,16.6,0.89,2.05,0.69,0.8,0.56,0.38,74.62,132.99,253.32,1.6,0.47,0.05,0.0041,0.0959,0.74,0.74,0.74,17.7,3.23,62.22,76.0,5.81
South Korea,Asia,2003,48.14,603.06,2.52,0.44,17.4,0.92,2.08,0.68,0.81,0.59,0.39,94.02,158.18,263.0,1.61,0.4,0.05,0.004,0.0817,0.76,0.76,0.76,18.08,3.99,64.0,76.5,6.24
South Korea,Asia,2004,48.52,618.14,2.57,0.47,18.2,0.95,2.11,0.67,0.81,0.63,0.41,118.46,188.15,273.06,1.63,0.65,0.05,0.0039,0.1024,0.77,0.77,0.77,18.72,4.92,62.96,77.0,6.58
South Korea,Asia,2005,48.91,633.59,2.63,0.5,19.0,0.99,2.13,0.66,0.81,0.66,0.42,149.26,223.79,283.5,1.64,0.44,0.05,0.0038,0.0797,0.79,0.79,0.79,19.17,6.05,64.57,77.5,6.75
South Korea,Asia,2006,49.3,649.43,2.7,0.53,19.8,1.02,2.16,0.65,0.81,0.7,0.44,188.07,266.18,294.34,1.66,0.65,0.05,0.0038,0.1001,0.81,0.81,0.81,18.36,7.44,65.24,78.0,6.73
South Korea,Asia,2007,49.7,665.66,2.76,0.57,20.6,1.06,2.19,0.64,0.81,0.73,0.45,236.97,316.61,305.6,1.67,0.63,0.06,0.0037,0.0775,0.83,0.83,0.83,17.98,9.12,66.53,78.5,6.63
South Korea,Asia,2008,50.09,682.31,2.82,0.6,21.4,1.1,2.22,0.63,0.82,0.77,0.47,298.58,376.59,317.29,1.68,0.59,0.06,0.0036,0.0813,0.85,0.85,0.85,18.46,11.17,70.36,79.0,7.5
South Korea,Asia,2009,50.49,699.36,2.89,0.64,22.2,1.14,2.25,0.62,0.82,0.8,0.48,376.21,447.93,329.42,1.7,0.52,0.06,0.0036,0.0847,0.87,0.87,0.87,17.57,13.65,71.35,79.5,7.56
South Korea,Asia,2010,50.9,716.85,2.95,0.68,23.0,1.18,2.27,0.61,0.82,0.84,0.5,474.03,532.79,342.02,1.71,0.46,0.06,0.0035,0.1174,0.89,0.89,0.89,17.5,16.68,72.17,80.0,7.71
South Korea,Asia,2011,51.31,734.77,3.02,0.76,25.0,1.22,2.27,0.59,0.81,0.87,0.52,597.27,633.72,355.09,1.69,0.85,0.06,0.0034,0.1106,0.91,0.91,0.91,19.04,21.37,72.56,80.5,7.96
South Korea,Asia,2012,51.72,753.14,3.09,0.83,27.0,1.27,2.26,0.57,0.79,0.89,0.54,752.57,753.77,368.67,1.66,0.5,0.06,0.0034,0.1198,0.93,0.93,0.93,18.58,27.2,75.67,81.0,7.75
South Korea,Asia,2013,52.13,771.97,3.16,0.92,29.0,1.31,2.25,0.55,0.78,0.91,0.56,948.23,896.56,382.77,1.63,0.78,0.06,0.0033,0.1071,0.95,0.95,0.95,18.98,34.44,73.93,81.5,7.51
South Korea,Asia,2014,52.55,791.27,3.24,1.0,31.0,1.36,2.23,0.53,0.77,0.93,0.58,1194.77,1066.41,397.41,1.6,0.61,0.06,0.0032,0.0944,0.97,0.97,0.97,19.3,43.39,75.68,82.0,8.58
South Korea,Asia,2015,52.97,811.05,3.31,1.09,33.0,1.41,2.22,0.51,0.75,0.95,0.6,1505.41,1268.43,412.6,1.57,0.66,0.07,0.0032,0.0973,0.99,0.99,0.99,19.18,54.45,78.63,82.5,10.0
South Korea,Asia,2016,53.39,831.32,3.39,1.19,35.0,1.46,2.2,0.49,0.74,0.97,0.62,1896.82,1508.72,428.38,1.54,0.79,0.07,0.0031,0.1208,1.02,1.02,1.02,18.1,68.07,81.19,83.0,10.0
South Korea,Asia,2017,53.82,852.11,3.47,1.28,37.0,1.51,2.18,0.47,0.72,0.99,0.64,2390.0,1794.53,444.76,1.51,0.86,0.07,0.003,0.102,1.04,1.04,1.04,19.04,84.82,78.69,83.5,10.0
South Korea,Asia,2018,54.25,873.41,3.55,1.38,39.0,1.56,2.16,0.45,0.71,1.01,0.66,3011.39,2134.49,461.77,1.48,0.67,0.07,0.003,0.1145,1.06,1.06,1.06,19.46,105.39,82.51,84.0,10.0
South Korea,Asia,2019,54.68,895.24,3.63,1.49,41.0,1.61,2.14,0.42,0.69,1.02,0.68,3794.36,2538.84,479.43,1.45,0.78,0.07,0.0029,0.1118,1.09,1.09,1.09,18.5,130.59,84.75,84.5,10.0
South Korea,Asia,2020,55.12,917.63,3.71,1.6,43.0,1.67,2.12,0.4,0.68,1.04,0.71,4780.89,3019.8,497.76,1.41,1.04,0.07,0.0028,0.1231,1.11,1.11,1.11,18.68,161.45,84.9,85.0,10.0
South Korea,Asia,2021,55.56,940.57,3.8,1.71,45.0,1.73,2.09,0.38,0.66,1.05,0.73,6023.92,3591.87,516.8,1.38,1.07,0.08,0.0028,0.138,1.14,1.14,1.14,18.68,199.16,84.31,85.5,10.0
South Korea,Asia,2022,56.01,964.08,3.89,1.83,47.0,1.79,2.06,0.36,0.64,1.06,0.75,7590.14,4272.32,536.56,1.34,1.11,0.08,0.0027,0.1124,1.17,1.17,1.17,19.13,245.19,86.93,86.0,10.0
South Korea,Asia,2023,56.45,988.18,3.98,1.95,49.0,1.85,2.03,0.34,0.62,1.07,0.78,9563.58,5081.67,557.08,1.3,0.67,0.08,0.0026,0.1346,1.19,1.19,1.19,19.74,301.32,86.32,86.5,10.0
South Korea,Asia,2024,56.91,1012.89,4.07,2.07,51.0,1.91,1.99,0.31,0.61,1.07,0.81,12050.11,6044.34,578.38,1.26,1.2,0.08,0.0026,0.1152,1.22,1.22,1.22,19.67,369.67,88.77,87.0,10.0
Australia,Oceania,2000,19.0,420.0,0.95,0.14,15.0,0.33,0.81,0.28,0.32,0.2,0.02,19.0,38.0,95.0,0.63,0.05,0.45,0.0023,0.0778,0.28,0.28,0.28,20.03,1.58,59.44,75.0,6.09
Australia,Oceania,2001,19.15,430.5,0.97,0.15,15.8,0.35,0.82,0.28,0.32,0.21,0.02,23.94,45.2,98.63,0.64,0.05,0.32,0.0022,0.0776,0.29,0.29,0.29,20.98,1.96,60.23,75.5,6.31
Australia,Oceania,2002,19.31,441.26,0.99,0.17,16.6,0.36,0.83,0.28,0.33,0.23,0.02,30.16,53.76,102.4,0.65,0.05,0.36,0.0022,0.0949,0.3,0.3,0.3,19.34,2.42,64.28,76.0,6.25
Australia,Oceania,2003,19.46,452.29,1.02,0.18,17.4,0.37,0.84,0.27,0.33,0.24,0.02,38.01,63.95,106.32,0.65,0.05,0.35,0.0021,0.0689,0.31,0.31,0.31,19.46,2.99,63.68,76.5,6.29
Australia,Oceania,2004,19.62,463.6,1.04,0.19,18.2,0.39,0.85,0.27,0.33,0.25,0.02,47.89,76.06,110.39,0.66,0.05,0.48,0.0021,0.0852,0.31,0.31,0.31,19.66,3.69,65.27,77.0,6.81
Australia,Oceania,2005,19.77,475.19,1.07,0.2,19.0,0.4,0.86,0.27,0.33,0.27,0.02,60.34,90.47,114.61,0.66,0.05,0.36,0.0021,0.0767,0.32,0.32,0.32,19.27,4.54,66.95,77.5,6.91
Australia,Oceania,2006,19.93,487.07,1.09,0.22,19.8,0.41,0.87,0.26,0.33,0.28,0.02,76.03,107.61,118.99,0.67,0.05,0.43,0.002,0.1058,0.33,0.33,0.33,20.85,5.58,67.54,78.0,7.27
Australia,Oceania,2007,20.09,499.25,1.11,0.23,20.6,0.43,0.89,0.26,0.33,0.3,0.02,95.8,127.99,123.54,0.67,0.06,0.38,0.002,0.0785,0.33,0.33,0.33,19.82,6.84,66.63,78.5,7.08
Australia,Oceania,2008,20.25,511.73,1.14,0.24,21.4,0.44,0.9,0.26,0.33,0.31,0.02,120.7,152.24,128.26,0.68,0.06,0.56,0.002,0.0776,0.34,0.34,0.34,19.56,8.37,69.41,79.0,7.63
Australia,Oceania,2009,20.41,524.52,1.17,0.26,22.2,0.46,0.91,0.25,0.33,0.33,0.02,152.09,181.08,133.17,0.69,0.06,0.42,0.0019,0.0983,0.35,0.35,0.35,19.44,10.24,69.39,79.5,7.84
Australia,Oceania,2010,20.58,537.64,1.19,0.27,23.0,0.48,0.92,0.25,0.33,0.34,0.02,191.63,215.38,138.26,0.69,0.06,0.59,0.0019,0.0802,0.36,0.36,0.36,21.3,12.51,72.56,80.0,7.87
Australia,Oceania,2011,20.74,551.08,1.22,0.31,25.0,0.49,0.92,0.24,0.33,0.35,0.02,241.45,256.18,143.55,0.68,0.06,0.48,0.0019,0.1026,0.37,0.37,0.37,20.42,16.02,73.87,80.5,7.29
Australia,Oceania,2012,20.91,564.85,1.25,0.34,27.0,0.51,0.91,0.23,0.32,0.36,0.02,304.23,304.72,149.04,0.67,0.06,0.38,0.0018,0.0963,0.37,0.37,0.37,20.89,20.4,73.21,81.0,7.97
Australia,Oceania,2013,21.07,578.97,1.28,0.37,29.0,0.53,0.91,0.22,0.32,0.37,0.03,383.33,362.44,154.74,0.66,0.06,0.63,0.0018,0.0898,0.38,0.38,0.38,20.87,25.83,75.38,81.5,8.32
Australia,Oceania,2014,21.24,593.45,1.31,0.41,31.0,0.55,0.9,0.21,0.31,0.38,0.03,482.99,431.1,160.65,0.65,0.07,0.44,0.0017,0.1157,0.39,0.39,0.39,21.24,32.54,78.58,82.0,8.28
Australia,Oceania,2015,21.41,608.29,1.34,0.44,33.0,0.57,0.9,0.21,0.3,0.39,0.03,608.57,512.77,166.8,0.64,0.07,0.53,0.0017,0.1147,0.4,0.4,0.4,21.34,40.83,78.28,82.5,9.78
Australia,Oceania,2016,21.58,623.49,1.37,0.48,35.0,0.59,0.89,0.2,0.3,0.39,0.03,766.8,609.91,173.18,0.62,0.07,0.67,0.0017,0.1196,0.41,0.41,0.41,20.99,51.05,78.06,83.0,10.0
Australia,Oceania,2017,21.76,639.08,1.4,0.52,37.0,0.61,0.88,0.19,0.29,0.4,0.03,966.17,725.45,179.8,0.61,0.07,0.53,0.0016,0.12,0.42,0.42,0.42,19.89,63.62,81.03,83.5,10.0
Australia,Oceania,2018,21.93,655.06,1.43,0.56,39.0,0.63,0.87,0.18,0.29,0.41,0.03,1217.37,862.88,186.67,0.6,0.07,0.44,0.0016,0.1351,0.43,0.43,0.43,20.53,79.04,83.08,84.0,10.0
Australia,Oceania,2019,22.11,671.43,1.47,0.6,41.0,0.65,0.87,0.17,0.28,0.41,0.03,1533.89,1026.34,193.81,0.58,0.07,0.61,0.0016,0.1275,0.44,0.44,0.44,21.52,97.95,82.42,84.5,10.0
Australia,Oceania,2020,22.28,688.22,1.5,0.65,43.0,0.68,0.86,0.16,0.27,0.42,0.03,1932.7,1220.77,201.22,0.57,0.08,0.65,0.0015,0.1323,0.45,0.45,0.45,21.32,121.09,85.19,85.0,10.0
Australia,Oceania,2021,22.46,705.42,1.54,0.69,45.0,0.7,0.84,0.15,0.27,0.42,0.03,2435.2,1452.03,208.92,0.56,0.08,0.71,0.0015,0.1068,0.46,0.46,0.46,20.93,149.37,83.22,85.5,10.0
Australia,Oceania,2022,22.64,723.06,1.57,0.74,47.0,0.72,0.83,0.14,0.26,0.43,0.03,3068.35,1727.11,216.91,0.54,0.08,0.59,0.0015,0.1198,0.47,0.47,0.47,21.27,183.89,85.95,86.0,10.0
Australia,Oceania,2023,22.82,741.14,1.61,0.79,49.0,0.75,0.82,0.14,0.25,0.43,0.03,3866.13,2054.29,225.2,0.53,0.08,0.56,0.0014,0.1209,0.48,0.48,0.48,20.37,225.99,85.89,86.5,10.0
Australia,Oceania,2024,23.0,759.66,1.64,0.84,51.0,0.77,0.81,0.13,0.24,0.43,0.03,4871.32,2443.46,233.81,0.51,0.08,0.71,0.0014,0.1328,0.49,0.49,0.49,20.89,277.26,88.32,87.0,10.0
Spain,Europe,2000,40.0,580.0,2.0,0.39,19.5,0.7,1.61,0.56,0.64,0.4,0.04,40.0,80.0,200.0,1.24,0.46,0.04,0.0034,0.0792,0.6,0.6,0.6,9.05,2.83,59.36,75.0,5.88
Spain,Europe,2001,40.32,594.5,2.05,0.42,20.54,0.73,1.63,0.56,0.64,0.43,0.04,50.4,95.16,207.65,1.24,0.43,0.04,0.0034,0.0852,0.61,0.61,0.61,10.11,3.51,61.63,75.5,6.41
Spain,Europe,2002,40.64,609.36,2.09,0.45,21.58,0.75,1.64,0.55,0.64,0.45,0.04,63.5,113.18,215.59,1.24,0.57,0.04,0.0033,0.0927,0.63,0.63,0.63,10.99,4.35,60.47,76.0,6.0
Spain,Europe,2003,40.97,624.6,2.14,0.48,22.62,0.78,1.66,0.54,0.64,0.47,0.04,80.02,134.62,223.83,1.25,0.32,0.04,0.0033,0.0919,0.64,0.64,0.64,10.92,5.37,62.57,76.5,6.88
Spain,Europe,2004,41.3,640.21,2.19,0.52,23.66,0.81,1.67,0.53,0.64,0.5,0.04,100.82,160.13,232.39,1.25,0.35,0.04,0.0032,0.1054,0.66,0.66,0.66,9.86,6.62,63.21,77.0,6.59
Spain,Europe,2005,41.63,656.22,2.24,0.55,24.7,0.84,1.69,0.52,0.64,0.52,0.04,127.03,190.46,241.28,1.26,0.42,0.04,0.0032,0.0814,0.67,0.67,0.67,9.81,8.15,67.21,77.5,6.79
Spain,Europe,2006,41.96,672.62,2.29,0.59,25.74,0.87,1.7,0.51,0.64,0.55,0.05,160.06,226.54,250.51,1.26,0.45,0.05,0.0031,0.0964,0.69,0.69,0.69,10.67,10.01,66.29,78.0,6.81
Spain,Europe,2007,42.29,689.44,2.35,0.63,26.78,0.9,1.72,0.51,0.64,0.57,0.05,201.68,269.46,260.08,1.27,0.39,0.05,0.003,0.0812,0.7,0.7,0.7,10.64,12.28,67.13,78.5,7.08
Spain,Europe,2008,42.63,706.67,2.4,0.67,27.82,0.94,1.73,0.5,0.64,0.6,0.05,254.11,320.5,270.03,1.27,0.62,0.05,0.003,0.0803,0.72,0.72,0.72,10.45,15.03,68.63,79.0,7.66
Spain,Europe,2009,42.97,724.34,2.46,0.71,28.86,0.97,1.75,0.49,0.64,0.63,0.05,320.18,381.22,280.36,1.27,0.55,0.05,0.0029,0.1102,0.74,0.74,0.74,10.46,18.38,68.97,79.5,7.48
Spain,Europe,2010,43.32,742.45,2.51,0.75,29.9,1.01,1.76,0.48,0.63,0.65,0.05,403.43,453.44,291.08,1.27,0.74,0.05,0.0029,0.1041,0.75,0.75,0.75,11.04,22.45,73.54,80.0,7.23
Spain,Europe,2011,43.66,761.01,2.57,0.84,32.5,1.04,1.74,0.45,0.62,0.66,0.05,508.32,539.33,302.21,1.24,0.47,0.05,0.0028,0.1064,0.77,0.77,0.77,10.26,28.77,74.56,80.5,8.05
Spain,Europe,2012,44.01,780.04,2.63,0.92,35.1,1.08,1.71,0.43,0.6,0.67,0.05,640.48,641.51,313.76,1.2,0.53,0.05,0.0028,0.0935,0.79,0.79,0.79,11.04,36.62,73.5,81.0,8.12
Spain,Europe,2013,44.37,799.54,2.69,1.01,37.7,1.12,1.68,0.41,0.58,0.68,0.05,807.01,763.03,325.76,1.16,0.57,0.05,0.0027,0.1127,0.81,0.81,0.81,9.71,46.37,76.1,81.5,7.9
Spain,Europe,2014,44.72,819.52,2.75,1.11,40.3,1.16,1.64,0.39,0.57,0.69,0.06,1016.83,907.58,338.22,1.12,0.66,0.06,0.0027,0.0947,0.83,0.83,0.83,11.03,58.42,78.25,82.0,7.82
Spain,Europe,2015,45.08,840.01,2.82,1.21,42.9,1.2,1.61,0.37,0.55,0.69,0.06,1281.2,1079.51,351.15,1.07,0.46,0.06,0.0026,0.0909,0.85,0.85,0.85,10.88,73.31,78.43,82.5,10.0
Spain,Europe,2016,45.44,861.01,2.88,1.31,45.5,1.24,1.57,0.35,0.53,0.69,0.06,1614.32,1284.02,364.58,1.03,0.53,0.06,0.0025,0.1076,0.86,0.86,0.86,10.83,91.65,79.19,83.0,10.0
Spain,Europe,2017,45.8,882.54,2.95,1.42,48.1,1.28,1.53,0.33,0.51,0.7,0.06,2034.04,1527.26,378.52,0.99,0.5,0.06,0.0025,0.1218,0.88,0.88,0.88,10.49,114.2,80.11,83.5,10.0
Spain,Europe,2018,46.17,904.6,3.02,1.53,50.7,1.33,1.49,0.31,0.49,0.69,0.06,2562.89,1816.58,393.0,0.94,0.77,0.06,0.0024,0.1357,0.91,0.91,0.91,9.98,141.89,80.02,84.0,10.0
Spain,Europe,2019,46.54,927.22,3.09,1.65,53.3,1.37,1.44,0.29,0.47,0.69,0.06,3229.24,2160.72,408.03,0.9,0.73,0.06,0.0024,0.109,0.93,0.93,0.93,9.92,175.84,81.14,84.5,10.0
Spain,Europe,2020,46.91,950.4,3.16,1.77,55.9,1.42,1.39,0.26,0.45,0.68,0.06,4068.84,2570.05,423.63,0.85,0.56,0.06,0.0023,0.1129,0.95,0.95,0.95,10.25,217.38,83.42,85.0,10.0
Spain,Europe,2021,47.29,974.16,3.23,1.89,58.5,1.47,1.34,0.24,0.42,0.67,0.06,5126.74,3056.91,439.83,0.81,0.74,0.06,0.0023,0.1047,0.97,0.97,0.97,11.44,268.15,84.13,85.5,10.0
Spain,Europe,2022,47.66,998.51,3.31,2.02,61.1,1.52,1.29,0.22,0.4,0.66,0.07,6459.69,3636.02,456.65,0.76,0.93,0.07,0.0022,0.13,0.99,0.99,0.99,10.95,330.13,85.7,86.0,10.0
Spain,Europe,2023,48.05,1023.47,3.38,2.16,63.7,1.57,1.23,0.2,0.38,0.65,0.07,8139.22,4324.82,474.11,0.71,0.85,0.07,0.0022,0.1458,1.01,1.01,1.01,11.24,405.7,87.83,86.5,10.0
Spain,Europe,2024,48.43,1049.06,3.46,2.29,66.3,1.63,1.17,0.18,0.35,0.63,0.07,10255.41,5144.12,492.24,0.66,0.76,0.07,0.0021,0.1104,1.04,1.04,1.04,11.08,497.74,90.63,87.0,10.0
Mexico,North America,2000,100.0,680.0,2.5,0.25,10.0,0.88,2.25,0.79,0.9,0.56,0.05,20.0,50.0,300.0,1.82,0.63,0.05,0.0037,0.048,1.0,0.75,0.75,12.07,1.7,43.39,50.0,3.95
Mexico,North America,2001,101.5,724.2,2.58,0.28,10.8,0.91,2.3,0.79,0.91,0.6,0.05,25.37,59.88,313.63,1.85,0.68,0.05,0.0035,0.0554,1.03,0.77,0.77,12.37,2.25,47.38,50.5,4.58
Mexico,North America,2002,103.02,771.27,2.65,0.31,11.6,0.96,2.35,0.78,0.92,0.64,0.05,32.19,71.72,327.89,1.88,0.49,0.05,0.0033,0.059,1.06,0.8,0.8,11.38,2.96,49.37,51.0,4.73
Mexico,North America,2003,104.57,821.41,2.73,0.34,12.4,1.0,2.39,0.78,0.93,0.68,0.05,40.85,85.9,342.79,1.91,0.63,0.05,0.0032,0.0782,1.09,0.82,0.82,12.16,3.87,49.09,51.5,4.04
Mexico,North America,2004,106.14,874.8,2.82,0.37,13.2,1.04,2.44,0.78,0.94,0.73,0.06,51.82,102.89,358.37,1.94,0.74,0.06,0.003,0.0511,1.13,0.84,0.84,12.81,5.05,50.93,52.0,4.81
Mexico,North America,2005,107.73,931.66,2.9,0.41,14.0,1.09,2.5,0.77,0.95,0.77,0.06,65.75,123.23,374.66,1.97,0.45,0.06,0.0029,0.0596,1.16,0.87,0.87,11.73,6.56,50.44,52.5,4.34
Mexico,North America,2006,109.34,992.22,2.99,0.44,14.8,1.14,2.55,0.77,0.96,0.82,0.06,83.42,147.59,391.69,2.0,0.87,0.06,0.0027,0.0712,1.2,0.9,0.9,11.85,8.49,51.79,53.0,4.85
